id	184A1	184B5	21MT1	21NT	21PT	600MPE	AU565	BT474	BT483	BT549	CAMA1	EFM192A	EFM192B	EFM192C	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	JIMT1	LY2	MCF10A	MCF10F	MCF12A	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	T47D_Kbluc	UACC812	UACC893	ZR751	ZR7530	ZR75B
Group	Normal-like	Normal-like	Basal	Basal	Basal	Luminal	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Luminal	Luminal	Basal	Claudin-low	Luminal	Luminal	Basal	Basal	Basal	Basal	Luminal	Basal	Claudin-low	Basal	Claudin-low	Basal	Luminal	Normal-like	Normal-like	Normal-like	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Basal	Luminal	Claudin-low	Basal	Luminal	Basal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal
ENSG00000244398	10.18	10.41	7.79	8.12	7.51	9.82	7.01	9.72	8.95	10.33	9.35	6.48	5.01	3.7	9.91	10.78	9.23	10.17	9.92	9.45	9.78	10.53	6.61	8.9	9.68	9.77	9.4	10.34	8.43	10.05	10.59	8.97	11.07	9.43	8.61	10.34	8.45	9.37	8.97	10.61	3.2	9.4	0	7.41	9.75	9.65	8.68	8.79	7.16	8.89	9.09	10.68
ENSG00000182795	5.64	6.84	4.26	4.55	4.79	6.59	3.4	2.82	0.43	0	3.95	2.61	1.12	1.56	5.15	0.24	0.36	1.1	0.23	5.06	5.12	3.02	4.09	3.83	0.1	4.64	0	0.18	0.72	5.02	5.07	5.64	0.03	0.38	3.9	0.66	0.95	1.82	2.95	2.19	0.08	4.31	5.35	4.04	2.45	0.7	0.33	1.32	3.82	1.39	4.23	1.1
ENSG00000165125	0.65	3.17	0.03	0.42	0.03	2.5	5.33	3.05	0.97	0	1.21	2.5	3.97	4.24	0.19	0.49	0.07	1.18	1.02	0	0.77	4.76	4.73	1.42	0	4.06	0.42	3.51	1.55	0	0	0	0.03	0.93	3.32	0	5.12	5.78	0.96	4.8	0	0.42	6.53	0.82	4.4	6.32	4.5	0.73	5.26	3.76	3.75	1.86
ENSG00000163283	2.52	4.82	2.63	3.97	3.96	0	1.44	0	0	0.06	0.04	2.42	4.56	0.19	3.33	0.18	0	0.04	0	2.14	6.29	2.54	3.52	4.74	0.15	1.01	0.46	2.78	0.91	0.58	0.83	3.26	0	0.07	1.52	4.36	0.97	0.12	0.12	4.73	0	6.42	1.73	7.69	4.79	0	0.23	0.25	1.9	0.25	0	0
ENSG00000204775	5.03	3.32	6.63	4.51	4.47	0.92	4.69	0	0	5.16	3.65	4.92	5.86	4.63	3.21	0	1.26	1.21	4.63	2.66	0	3.75	0	5.31	0	3.93	4.01	0	4.63	5.32	5.5	5.31	0	3.44	0	5.36	2.05	1.91	5.31	5.19	2.66	5.29	4.27	0	6.01	3.71	5.25	5.4	3.63	4.08	1.95	2.95
ENSG00000207142	0	0	0	0	0	0	0	0	5.92	0	0	0	0	0	0	0	7.24	0	0	0	0	0	0	0	6.87	0	0	0	0	0	0	0	4.45	0	0	0	0	0	0	0	0	5.96	0	0	0	0	0	0	0	0	6.81	3.63
ENSG00000122691	3.31	4.18	4.98	6.05	5.64	0	0.19	2.32	1.33	5.42	2.81	0	0.23	0	3.11	4.35	3.66	0	0.9	2.5	0.3	1.85	3.89	1.97	3.62	0.06	4.88	4.14	0	3.91	5.61	4.93	2.45	2.97	1.73	0	2.04	0	1.86	0	7.58	5.14	0.26	3.73	0	1.69	2.44	0	0	3.74	0.25	2.91
ENSG00000104419	7.03	9.46	6.41	6.87	6.7	4.09	9	5.64	7.52	0.04	6.49	6.5	8.61	5.86	5.57	6.66	5.58	4.92	10.66	6.02	6.63	2.48	6.84	6.1	2.41	5.54	6.46	3.61	5.13	8.1	7.22	9.22	5.05	3.43	2.72	3.78	4.44	5.47	9.94	6.6	7.6	9.33	6.3	5.8	7.55	4.9	5.09	6.24	7.47	3.76	6.96	4.06
ENSG00000131748	5.15	5.14	10.09	9.66	9.63	5.58	9.46	9.02	5.36	5.08	5.43	10.45	8.86	9.42	4.9	4.74	9.41	5.11	4.14	5.05	5.16	11.04	8.02	5.56	5.63	5.74	5.82	7.64	5.88	5.54	6.06	5.46	4.57	5.61	5.25	5.66	7.95	7.49	5.34	9.73	6.26	5.22	11.67	6.21	5.88	6.25	6.85	9.88	10.45	6.03	8.87	5.43
ENSG00000184750	0	0.2	1.21	0.33	0	0.33	4.89	0	0.18	0.1	0	0.4	0.31	0.06	0	0.19	0	6.05	0	4.91	0.37	3.38	5.49	0	0	1.7	3.42	4.26	0.06	0	0	0	0	0	0.31	5.03	0	0	0.4	5.29	4.47	0	4.95	0	0	0	4.77	0	5.04	0.43	0	0.2
ENSG00000060558	5.57	5.35	2.21	0.36	0.27	0	0.04	0.04	0	0	0	0.08	0	0	0.77	0.14	0.12	0.06	0.04	5.4	3	0.93	2.89	0.11	0.07	2.97	0.12	3.79	0.18	5.98	5.85	6.55	0	0.54	0.66	4.52	0.5	0.03	2.07	0	0.14	3.93	0	4.58	0	0.14	0	0	0	0	0	0.06
ENSG00000156711	4.08	2.52	6.94	7.25	7.33	5.06	0.67	5.55	5.91	0.37	5.37	5.49	4.85	4.7	4.1	0.33	5.79	4.16	0.06	6.56	4.86	3.98	5.05	0.2	0.67	5.82	0.73	5	5.94	3.79	5.83	4.35	4.47	6.16	5.49	5.61	6.67	6.11	4.09	2.06	1.55	5.16	6.11	7.38	5.66	5.86	6.36	4.67	5.99	5.93	2.06	5.34
ENSG00000170099	0	0.34	0	0.11	0	0	0	0	0.16	0.06	0	0.93	1.26	0.74	0.16	0.16	0	0	0.06	0.2	0.26	0.07	3.82	0.15	0.14	0	0.29	0	0.14	0	0.26	0	0	0.12	0	0.61	1.39	0	0	0	0	0	0	0.19	0	10.13	10.28	0.48	0	3.48	0	0.18
ENSG00000140682	4.93	3.69	0.3	0.42	0.39	2.61	0.71	0.46	1.29	7.2	0.19	0.46	1.21	0.2	2.15	1.87	0.57	0.04	4.2	2.55	2.5	0.19	4.78	0.15	4.98	2.42	6.79	2.47	2.9	4.91	5.96	2.7	0.41	2.37	1.59	5.84	0.21	0.08	5.69	1	0.74	4.84	0.2	4.54	1.01	1.2	0.57	2.44	0	1.54	0	0.75
ENSG00000204219	1.84	1.28	1.96	2.12	2.39	5.12	2.68	2.09	4.87	0	6.23	0.3	3.12	3.61	0.5	1.73	5.41	4.32	6.84	1.53	2.97	0.3	4.53	0	2.38	6.04	0.27	0.29	3.89	0.38	0.6	1.71	2.59	3.64	3.28	2.98	3.24	5.38	0.93	2.44	0.92	0.86	6.94	4.86	3.82	5.2	4.19	5.57	5.31	6.44	5.01	6
ENSG00000269804	5.83	3.8	7.09	6.96	7.22	0	6.51	1.89	4.55	5.64	4.5	6.43	6.35	6.8	5.84	0	4.36	5.09	5.69	5.21	6.44	5.64	3.37	5.54	4.98	5.35	5.85	0	6.81	4.19	5.56	6.13	4.84	4.64	0	4.63	0	5.56	6.85	4.2	7.84	5.44	6.24	7.47	5.77	5.7	6.03	6.06	6.96	5.07	1.39	5.54
ENSG00000105329	5.86	5.87	6.09	6.19	6.18	1.1	0.96	0.32	4.54	4.15	0.69	4.98	1.1	1.26	5.31	4.79	0.16	4.18	3.45	4.31	3.73	1.74	2.67	2.15	5.17	4.67	7.24	2.21	5.92	5.01	5.76	5.53	4.05	3.16	1.35	5.18	4.31	0.37	4.07	0	5.77	6.03	2.48	6.45	0.71	1.13	4.71	3.99	2.48	3.4	0.41	3.72
ENSG00000262733	0	0	0	0	0	0	0	4.93	5.25	0	2.69	0	0	0	0	3.12	0	6.49	0	0	0	0	5.29	0	0	0	4.2	0	0	0	0	0	5.67	4.7	0	0	0	0	0	0	0	4.76	0	0	0	0	0	0	0	0	6.02	0.93
ENSG00000166681	7.35	7.71	5.29	5.3	5.11	7.48	1.91	6.9	6.7	0	5.5	6.87	6.79	2.84	5.97	5.94	0.77	5.36	6.32	5.61	5.9	6.55	2.82	5.92	7.31	3.55	5.4	6.17	7.24	6.97	5.53	6.16	7.31	7.42	6.56	7.06	6.61	2.02	7.48	0.27	6.85	4.74	5	6.88	6.58	6.56	6.36	6.46	0	7.13	6.42	6.98
ENSG00000138772	6.22	5.8	4.23	4.56	4.64	5.09	0.36	5.24	4.81	0.2	1.94	3.51	2.55	3.4	6.52	0.42	0.83	1.91	4.32	5.85	6.23	5.65	4.85	6.94	3.16	5.19	1.06	5.56	2.65	6.64	7.34	3.99	2.57	0.58	3.7	5.98	4.31	0.79	4.02	2.27	0	5.95	4.61	4.41	0	2.9	3.05	2.11	2.51	2.29	5.62	1.97
ENSG00000218416	0.14	0	0.39	0.3	0.41	2.87	6.52	4.32	4.4	0	0	6.63	5.2	6.37	0.11	0.58	4.9	2.7	0	0	0.14	0.1	1.48	0.23	0.08	0.11	0.29	0.4	1.46	0	0.18	0	2.8	1.19	2.3	0	3.26	0.15	0.15	5.77	0.26	0.18	1.44	0.3	0.21	3.21	2.06	3.93	3.37	2.99	0.73	4.04
ENSG00000148735	0.07	0	1.36	0.9	0.56	4.47	0.77	2.28	1.16	0.03	0.19	4.72	3.11	3.67	4.16	1.11	1.99	0.04	3.7	0.07	0.21	5.06	1.87	0.19	0	5.94	0	1.74	1.88	0	0.15	0	0.83	0.23	6.72	0	4.21	2.64	5.41	0.19	0.12	0.29	1.8	1.03	6.28	2.26	1.28	2.77	5.11	4.76	5.64	1.7
ENSG00000155254	5.37	5.79	5.37	5.39	5.35	1.7	0	0.29	2.43	5	0.65	3.52	4.21	2.41	4.11	4.88	1.84	2.26	2.81	4.43	3.15	0.34	0.21	0	3.46	1.99	4.42	3.49	5.43	6.27	6.26	6.63	3.83	4.53	1.42	4.28	4.27	3.72	5.96	0	6.6	5.8	1.08	4.82	0.03	3.59	3.71	2.69	4.06	1.24	0.71	0.31
ENSG00000108679	7.59	6.4	7.3	5.98	6.01	6.45	10.39	3.93	7.09	2.79	3.39	7.89	9.42	6.67	7.62	5.46	3.42	3.8	7.98	8.22	7.29	8.5	5.32	7.61	2.89	7.44	7.29	8.61	6.02	6.04	7.04	4.99	4.92	7.84	7.34	7.79	7.24	1.18	6.35	8.72	2.27	5.07	7.95	9.45	2.27	6.96	5.54	3.85	6.58	6.78	6.28	3.87
ENSG00000151892	0	0	0.06	0.14	0.3	0	0	0.95	6.97	5.44	3.21	0	0	0.21	0	0.14	0.11	1.11	0.15	0	2.4	0.11	3.2	4.34	3.61	0.12	0.01	0.01	7.2	0	0	0	7.56	0.56	0.48	0.08	4	0.06	0	0	0	0.01	0	0.16	0.03	0.46	2.9	0	0	2.76	0.01	0.79
ENSG00000198910	1.74	2.34	1.57	2.76	2.77	2.55	4.46	0.56	5.01	0.11	3.39	5.51	7.11	4.79	5.01	2.11	0.64	2	4.67	0.5	2.78	3.35	4.15	5.31	4.38	0	3.69	7.12	6.94	2.99	3.15	3.97	4.2	5.63	3.78	2.3	1.12	0.31	2.91	3.87	0.67	7.82	3.13	5.65	5.25	2.27	4.18	6	6.33	2.51	0.48	0.41
ENSG00000198848	0.1	0	4.27	3.12	2.87	2.99	1.06	0	0.04	0	0	0.88	1.55	0.43	0	0.19	1.88	0	0.32	4.32	2.58	7.64	6.09	2.74	0	0.21	1.05	0	0	3.44	8.55	1.86	0	0.46	0.58	0.1	0.36	0	0.58	0	0	5.41	2.42	2.11	1.24	0	0.21	0	1.26	0	0	0
ENSG00000154556	2.88	0.1	4.71	5.45	4.87	5.87	0.39	3.41	2.94	1.6	0.01	2.81	1.63	2.3	5.54	0.52	0.04	4.54	4.81	2.5	3.21	0.12	4.91	2.98	0.88	4.63	4.79	0.12	0.24	2.5	5.21	1.95	0.2	0.96	3.15	3.18	4.22	0.01	7.54	0	6.43	1.64	4.48	0.4	3.75	3.25	2.88	1.04	1.08	2.52	5.56	0.54
ENSG00000204376	0	0	0.06	1.35	0.31	0	6.96	0	0	0	0	0	0	0	0	0	0	5.86	0	6.15	0.08	0.08	4.21	0.41	0	0.07	4.35	0	0	0	0	0	0	0	0	5.45	0	0.08	0	3.18	0	0	1.17	0	0	5.5	5.18	0	3.2	0	0	0
ENSG00000143556	0.34	9.92	0	0	0.31	0	1.55	0	1.88	0	0.53	1.08	1.96	2.86	0	0	0	1.01	2.28	0	1.38	3.57	3.84	5.2	0	2.7	0	0	0	2.76	4.23	5.79	0	0	0.42	0	0	0	3.88	3.9	0	0	0.77	4.27	0	0	2.95	3.07	0	3.04	0	0.78
ENSG00000105289	0.03	3.49	3.25	4.26	3.81	5.21	6	4.84	5.64	0.41	4.88	6.46	5.55	5.84	2.29	0.89	7.06	4.54	4.47	0.48	4.04	4.39	5.15	3.54	0.03	4.17	0.24	1.46	6.07	0.42	1.59	1.18	4.74	4.81	5.96	0.11	4.82	5.34	4.51	4.63	0.71	4.55	4.99	3.66	4.67	5.5	5.07	6.32	6.31	6	5.38	5.28
ENSG00000143217	2.05	4.98	3.3	3.97	3.8	6.19	6.33	5.37	6.8	0	5.36	6.03	5.75	5.25	4.8	0.14	3.66	3.67	0.66	1.67	4.3	4.47	5.68	3.12	0.2	5.71	0.03	1.56	6.12	2.35	4.63	4.44	4.43	4.84	6.37	0	4.38	5.92	5.74	4.98	0.42	1.25	5.78	2.49	5.34	5.72	5.9	5.68	6.1	4.34	6.04	5.2
ENSG00000164825	1.38	2.17	2.11	4.01	4.05	2.01	1.01	0.74	0	0	0	0	0	0	0	0	0.27	0	0.5	1.08	2.54	7.83	3.28	5.5	0	6.9	0	0	0	0.37	7.49	4.25	0	0	0	0	0	1.7	0	0	0	0	2.01	2.05	1.02	0	0.42	0.84	0	0	0	0
ENSG00000100558	6.24	1.48	6.68	5.76	6.04	4.17	4.99	2.91	3.66	0	1.05	1.38	0.83	2.04	5.21	0.46	0.73	1.77	1.26	5.75	5.09	4.62	4.14	0.84	2.52	3.75	0	3.84	3.11	5.91	6.85	5.64	2.47	0.29	1.26	4.65	2.35	0.2	2.04	2.99	0	4.81	3.06	4.5	0	3.19	4.57	2.66	3.26	1.37	1.65	0.53
ENSG00000102024	6.88	7.45	2.98	3.87	4.04	6.25	3.2	3.2	4.55	8.44	4.19	3.81	4.13	2.97	7.24	6.53	5.93	5.73	4.96	6.94	6.9	6.65	2.6	8.67	8.02	7.55	6.08	7.12	3.8	6.76	6.2	4.1	0.2	0.03	3.65	6.69	5.02	5.15	6.15	4.37	3.5	5.02	3.11	5.33	4.8	4.81	4.59	0	1.24	4.49	6.68	5.44
ENSG00000091986	3.03	6.44	2.95	3.34	3.56	1.64	2.16	0.18	0.33	7.22	0.12	2.04	3.12	0.2	2.6	2.8	0	0.39	0.25	2.65	4.23	2.19	4.93	4.38	6.03	4.71	6.97	4.59	0.86	2.8	4.5	3.67	0.67	0	0.36	3.69	0.11	0.14	1.81	0.55	2.46	3.73	0.06	3.5	2.57	1.28	0.92	0	0	0.08	0.08	0.03
ENSG00000159403	2.58	4.68	1.07	3.62	3.69	3.96	4.1	1.96	2.97	4.23	2.82	2.66	0.5	0.71	3.86	8.4	0.98	1.89	8.67	3.75	4.18	4.3	3.3	6.58	5.25	6.46	6.17	1.39	1.12	2.97	4.28	4.04	1.12	4.68	2.01	2.53	2.69	0.56	7.9	2.35	1.59	5.95	1.83	3.37	2.46	1.66	1.42	0.15	4.54	2.89	1.65	0.99
ENSG00000079257	2.95	3.11	1.12	2.25	1.95	2.86	0.3	3.92	1.7	0.08	3.65	4.94	3.46	5.13	1.53	0	3.22	1.86	0.16	0	4.91	0	3.2	4.72	2.37	6.39	0	6.56	6.32	2.65	4.37	1.44	5.66	0	4.97	3.16	2.9	0	0	3.74	0.53	3.24	0	1.26	0	0	0	1.44	4.73	0	1.7	0
ENSG00000099904	6.04	5.56	5.56	4.94	5.19	0.33	3.36	2.76	5.25	5.58	0.31	0.64	4.88	3.72	5.87	3.66	3.56	0.72	6.04	5.01	4.82	4.75	3.17	5.54	5.46	4.92	6.3	4.7	5.33	6.23	6.06	5.66	3.6	4.15	4.27	5.71	4.39	6.34	5.9	3.83	7.21	6.12	5.37	6.5	0.1	1.97	0.04	4.67	0	5.65	0	1.73
ENSG00000214049	1.48	4.74	3.5	3.63	3.15	1.47	0.8	0.92	0.14	0	0.04	1.58	2.3	0.57	1.71	0.08	2.07	0.18	0.2	5.39	7.62	5.78	0.23	0.8	0.07	5.52	0.04	4.66	0.73	0.23	1.96	1.06	0.03	0.4	5.74	0.9	1.72	0.25	0.84	0.45	0.07	5.13	0.1	5.98	0.34	0.44	0.81	1.3	2.28	0	0.27	0
ENSG00000265185	0.55	1.02	1.83	2.83	2.87	0	5.03	0	2.18	0	3.2	3.49	5.65	4.57	1	0	5.73	1.26	1.82	6.05	6.19	2.66	7.18	5.34	1.3	2.6	6.36	0	1.5	1.08	0	3.46	2.93	1.53	0	1.21	0	2.11	4.23	4.03	0	2.34	1.43	2.63	2.08	0.45	0.79	0	0	0.34	0.27	2.34
ENSG00000182809	4.61	4.67	6.24	6.87	7.32	5.63	9.03	7.36	9.83	6.5	6.72	9.64	9.29	9.66	5.29	2.33	9.39	8.19	5.17	3.38	4.49	5.76	7.67	7.34	5.6	7.31	6.57	2.39	9.57	5.72	3.69	6.15	7.2	8.18	6.25	2.08	7.4	7.98	3.84	9.18	6.01	7.29	9.03	8.2	7.27	8.64	8.22	8.38	9.11	9.12	7.37	8.43
ENSG00000113083	1.13	5.21	1.66	3.33	2.71	0.39	0.04	0.21	0.07	7.25	0	0.06	0.39	0.06	1.79	3.25	0.39	0.07	2.22	1.61	0.59	0.15	2.34	2.73	4.9	2.75	6.31	0.78	0.06	3.65	4.71	3.04	0.06	0.23	0.07	2.83	0.32	0.06	1.26	0	7.02	4.13	0.73	5.1	0.07	0.29	0.19	0	0.6	0.27	0.06	0.08
ENSG00000129270	6.65	6.74	2.95	2.97	2.44	0	0	0	0.51	0	0	0.38	0	0.93	0	2.24	0	0.24	0	2.48	5.19	1.17	0.2	0.06	0.14	1.91	0.1	0.1	0	5.41	5.68	6.25	0.19	0.95	0.54	0	0.98	0.07	0	0	0	1.99	1.37	5.97	0	2.26	1.31	1.54	0	0.15	0	0.23
ENSG00000134824	4.39	2.8	6.02	5.59	5.56	3.03	5.78	9.19	5.58	6.45	7.13	5.81	6.79	4.69	5.3	5.49	2.55	1.73	7.31	4.59	4.34	3.33	7.82	2.51	4.89	7.83	3.19	0.79	5.04	3.95	4.01	6.02	6.36	8.66	6.17	6.72	6.71	4.34	5.23	1.18	6.05	8.26	7.82	4.92	9.83	5.87	5.61	5.63	8.59	7.92	6.54	8.18
ENSG00000095739	1.6	0.32	2.35	2.78	2.73	3.41	3.87	6.54	5.4	5.38	2.36	5.85	3.53	5.35	4.48	3.24	7.47	4.05	5.03	0.93	4.49	4.86	4.81	5.96	3.07	4.77	2.72	3.55	6.13	1.35	4.56	2.19	7.54	5.62	7.95	1.56	6.93	5.17	7.98	4.42	0.08	2.06	6.44	2.08	3.19	6.72	4.88	2.69	7.44	6.44	5.79	5.5
ENSG00000119699	1.62	0.19	2.99	3.19	3.35	4.52	7.1	5.98	5.2	1.98	4.64	6.77	3.15	6.72	1.51	4.26	6.06	4.57	3.26	1.18	1.44	1.73	5.62	1.86	5.39	3.61	1.08	0.84	3.74	0.58	2.72	1.91	3.38	4.57	4.66	0.57	4.51	6.95	2.95	6.28	5.05	1.76	5.02	1.16	6.75	6.11	5.43	6.68	4.6	5.81	6.84	4.37
ENSG00000196549	4.25	4.83	0.14	0.84	0.56	0	0	2.25	0.25	5.77	0	0.04	0	0	0.29	1.67	0.24	0.04	0	1.21	4.19	2.93	3.76	0.19	6.83	5.51	1.72	1.3	0.27	2.74	5.25	3.01	1.94	0	0.43	0.04	0.11	3.91	0.1	0	5.69	4.37	0.1	3.99	0.88	0	0	0	0	0.2	0	0
ENSG00000173890	0.04	0.16	0.57	0.7	0.4	3.85	3.82	5.78	3.89	0.59	4.5	4.55	2.55	3.08	1.32	0.29	6.41	4.28	1.96	0.64	2.05	2.35	4.28	2.89	0.61	3.71	1.32	2.23	4.34	0.36	0.59	1.21	4.88	4.74	7.01	0.99	5.52	6.26	0.86	4.9	0.12	0.48	3.28	1.01	4.57	4.23	4.63	4.35	4.99	4.71	5.85	3.7
ENSG00000266731	0	0	0	0	0	0	0	0	7.6	0	5.95	0	0	0	0	5.22	0	0	0	0	0	0	6.35	0	0	0	6.26	0	0	0	0	0	6.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187908	0.92	0.01	6.06	6.48	5.95	0.14	0.08	0.03	0	0.01	0	0.03	0.01	0.04	0.06	0.14	0	0	0	0.08	0.41	4.25	0.18	0.04	0.01	8.9	0.07	0.03	0	1.14	0.66	2.8	0	0	1.19	1.06	0.25	2.84	0.06	0	0.07	5.05	0.21	0.06	0.43	0	0	1.05	0	0.07	0.01	0
ENSG00000119632	6.5	5.42	4.69	5.14	4.95	5.3	1.28	0	1.35	2.17	4.31	1.81	2.49	0	4.99	5.76	0.94	1.61	0.44	5.04	4.21	2.42	4.1	3.6	5	3.35	5.45	1.67	4.67	3.82	5.96	3.82	4.11	4.91	5.52	5.61	2.81	6.02	5.69	0	6.65	6.02	0	6.16	3.26	5.94	6.21	3.89	0	3.07	1.69	2.36
ENSG00000101000	6.73	5.38	4.92	4.33	4.5	2.21	4.9	0	0.6	1.33	0.79	0.4	0.53	0.08	2.95	2.45	0.27	0.99	1.74	3.47	1.65	0.95	3.58	2.67	4.71	2.03	5.01	3.22	2.65	6.7	6.89	7.27	1.54	2.35	0.9	5.29	0.94	1.23	3.39	3.61	3.63	4.39	0.18	5.33	2.8	4.49	4.51	1.01	1.05	0.95	0.71	1.12
ENSG00000182326	1.26	3.31	1.24	2.47	2.42	1.17	1.13	0.86	0.59	4.57	0.2	0.83	0.57	0.82	1.34	7.79	0.68	0.04	7.18	1.81	3.57	3.3	5.9	4.38	5.39	6.36	3.09	0.21	0.08	1.58	3.35	1.28	0.64	1.01	0.12	0.14	2.89	0.61	6.24	1.65	1.86	3.88	0.39	1.06	0.8	0.56	0.4	0	1.58	1.49	0.45	0.14
ENSG00000198832	5.54	3.77	3.01	3.06	3.79	4.6	5.71	0.46	1.81	6.42	6.06	4.39	5.7	5.13	6.08	4.49	0.82	2.68	8.75	4.51	3.89	3.87	3.61	7.65	4.13	8.2	6.69	5.2	3.49	4.98	6.9	4.22	2.18	5.34	6.47	5.44	0.37	0.93	5.86	7.5	6.12	5.13	4.04	5.08	6.72	6.51	6.55	8.56	7.55	7.5	5.98	5.81
ENSG00000158089	2.94	1.77	6.6	6.86	6.8	2.52	3.8	1.88	1.19	0	2.17	0.97	0.46	0.99	4.84	1.95	3.15	0.56	4.67	6.17	3.08	3.1	5.5	2.01	2.58	4.4	0.11	5.07	4.36	2.46	0.19	5.2	3.18	6.22	0.67	0	2.94	5.94	3.9	0	3.94	2.58	1.73	3.7	0.77	2.6	0.78	1.67	1.07	2.89	0.12	5.44
ENSG00000266440	0	0	0	0	0	0	0	5.4	5.21	0	5.35	0	0	0	0	5.23	0	0	0	8.21	0	0	6.52	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107438	8.29	9.01	6.4	6.13	6.38	0	6.28	6.05	5.62	7.86	2.53	5.54	7.08	5.96	6.4	1.57	2.72	5.76	5.41	8.64	7.07	7.31	4.53	5.67	3.87	7.05	5.51	5.49	5.02	7.02	7.17	8	5.63	0.55	5.19	6.61	5.36	0.41	7.19	5.22	4.63	6.6	4.99	7.17	4.26	6	6.06	6.51	6.57	4.86	1.46	4.97
ENSG00000168961	1.69	0.91	1.63	2.12	2.19	4.67	3.16	1.87	3.51	0.87	0.19	3.09	2.91	0.53	0.76	1.49	1.23	0.73	3.12	2.54	3.65	7.52	6.56	2.93	1.17	7.99	0.51	1.54	0.15	0.69	5.18	0.66	0	1.6	4.09	0.75	0.78	0.33	3.84	4.47	0.61	4.05	6.94	3.52	1.52	1.08	0.61	1.32	5.57	1.59	0.56	0.66
ENSG00000091409	6.56	6.65	6.28	5.74	5.84	1.86	0.34	3.07	2.56	4.39	1.44	1.51	0.92	1.8	5.66	5.12	3.75	1.58	4.07	7.75	6.47	5.14	4.55	4.19	2.5	3.03	2.94	6.76	1.1	7.25	6.75	7.02	0.7	4.2	1.99	4.12	5.75	4.53	4.08	0	3.66	4.07	4.78	5.17	3.65	2.49	2.32	3.42	2.98	2.99	3.15	0.48
ENSG00000184012	0	0.27	0.36	0.4	0.31	3.08	4.02	4.3	2.64	0	2.05	4.1	1.7	1.08	2.6	0.4	5.26	3.42	0.07	0.43	2.4	0.08	5.69	1.15	0.19	6.05	0.04	0.11	4.01	0.03	0.82	0	3.81	3.31	2.48	0.14	2.36	3.82	0.99	4.7	0	0.56	4.24	0	0.52	4.45	3.08	2.29	6.91	2.24	6.7	0.56
ENSG00000073282	5.43	6.25	0.65	1.51	1.48	0.11	0.9	0.92	0.06	0.25	0.23	0.61	2.1	0.26	0.06	0.93	0	0.71	0.07	6.24	4.75	5.48	5.25	3.16	0.06	0.58	0.15	0.43	1.1	5.38	0.87	5.89	0.36	0.16	0.31	0.14	3.2	1.24	2.57	0	0.14	2.11	0.59	5.38	3.97	0.48	0.26	2	0.77	0.07	0.19	0
ENSG00000094755	2.5	5.63	2.8	2.75	2.24	4.2	0.49	0.33	1.39	3.37	0.83	3.2	5.38	1.72	6.51	3.02	1.9	2.29	0.48	4.36	4.82	2.33	4.89	6.51	1.65	7.25	3.28	4.17	0.58	4.01	3.68	2.58	0.58	1.63	1.68	1.84	1.79	0.69	7.86	0.27	2.31	4.99	0	2.34	0.56	1.05	0.24	0	0.29	0.1	2	0.81
ENSG00000134757	4.78	7.96	0.04	0.06	0.06	0	0.03	0.08	0.12	0.12	0.18	0.01	0.03	0.06	5.17	0.37	0.18	0.23	0.11	2.06	2.42	0.1	1.97	1.23	1.39	4.31	0.53	0.19	0.06	5.24	5.16	5.5	0.15	0.12	0.21	0.03	0.29	0.08	5.73	0.03	0.11	3.18	0.96	3.15	0.07	0.01	0.12	0	0.16	0.11	0.19	0.15
ENSG00000117069	0.74	2.5	0.73	0.51	0.58	0.39	0.58	0.27	0.4	3.46	0.04	0.95	0	0	4.6	0.49	2.99	0	5.49	0.3	4.86	3.6	4.27	6.14	4.77	4.68	0.54	0.39	0	0.8	2.41	0	0.89	2.05	0.36	4.29	0	0	7.57	0	0.67	5.46	0.21	0.37	0	0	0.87	1.19	0	1.17	0.57	0.25
ENSG00000109861	6.81	7.04	6.94	7.27	7.15	3.15	5.38	3.08	3.2	7.38	3.33	6.04	6.54	3.7	7.22	6.64	0.58	4.51	6.39	6.95	5.69	8.54	4.78	5.81	8.18	8.12	6.74	4.3	2.62	8.3	7.18	7.8	2.87	1.54	3.76	6.32	4.67	3.47	3.61	5.96	4.25	7.66	4.86	6.06	3.32	4	5.33	3.53	6.41	3.96	0.45	3.42
ENSG00000268621	4.5	7.38	1.18	1.13	1.39	0	0.55	0.38	0	0	0	0.61	1.25	0	2.65	0.21	0	0	0	3.81	5.25	3.49	0.38	5.43	0	4.35	0.65	0.56	0	1.65	3.71	4.21	0	0.62	0.06	0	0.75	0.07	2.28	0	0	1.86	0.44	8.1	0.65	0	0	0.86	0	0.16	0	0
